epoch,AUC,accuracy,f1_m,loss,precision,recall,val_AUC,val_accuracy,val_f1_m,val_loss,val_precision,val_recall
0,0.6032686829566956,0.23362286388874054,0.25040993094444275,2.4905917644500732,0.15655110776424408,0.6272741556167603,0.536971390247345,0.11557471752166748,0.2212904989719391,2.599628210067749,0.13643842935562134,0.5950132012367249
1,0.73283451795578,0.3933742046356201,0.3071497976779938,1.8365161418914795,0.1913929134607315,0.7751110792160034,0.6857479214668274,0.2176813781261444,0.3008047342300415,2.111633062362671,0.1891462653875351,0.7405211329460144
2,0.7933889627456665,0.48684248328208923,0.33586472272872925,1.5372674465179443,0.21009059250354767,0.8366047739982605,0.8149715065956116,0.5335200428962708,0.3460830748081207,1.410746455192566,0.21694321930408478,0.8545465469360352
3,0.828819751739502,0.5466485023498535,0.3568612337112427,1.3516221046447754,0.22426174581050873,0.8700572848320007,0.8443912267684937,0.5969103574752808,0.3615853786468506,1.2566015720367432,0.22720108926296234,0.8823143839836121
4,0.8496976494789124,0.5853878259658813,0.37105292081832886,1.2385458946228027,0.23436345160007477,0.8887044787406921,0.8624657988548279,0.6331936717033386,0.37730473279953003,1.1469120979309082,0.23837047815322876,0.9006757736206055
5,0.8634581565856934,0.6152782440185547,0.38114166259765625,1.1595178842544556,0.2415105551481247,0.9027364253997803,0.8761775493621826,0.6552777886390686,0.3859096169471741,1.0691717863082886,0.24425923824310303,0.9142114520072937
6,0.8753742575645447,0.6367212533950806,0.3895913362503052,1.0873222351074219,0.24733738601207733,0.9148743152618408,0.8855807185173035,0.676251232624054,0.3941998779773712,1.0076677799224854,0.2502717077732086,0.9221752285957336
7,0.8812801837921143,0.6521329283714294,0.3944762349128723,1.0506654977798462,0.25091347098350525,0.9185805916786194,0.8939032554626465,0.6951329112052917,0.40069517493247986,0.9536148905754089,0.25513628125190735,0.927008330821991
8,0.8878778219223022,0.6632745862007141,0.4004993438720703,1.0065057277679443,0.25536519289016724,0.9243402481079102,0.8975574374198914,0.7054997086524963,0.40265169739723206,0.9205762147903442,0.2563411593437195,0.9313915371894836
9,0.8938709497451782,0.6811698079109192,0.40512707829475403,0.9629935026168823,0.2587644159793854,0.9296453595161438,0.9034943580627441,0.717052698135376,0.40915152430534363,0.8796327114105225,0.2615234851837158,0.9327285289764404
10,0.8976536989212036,0.6890063881874084,0.40937578678131104,0.9375090599060059,0.262037992477417,0.9317287802696228,0.9081723093986511,0.7242778539657593,0.41117218136787415,0.8486130833625793,0.26287806034088135,0.9357516169548035
11,0.9024854302406311,0.6987278461456299,0.41227486729621887,0.9052534103393555,0.26422566175460815,0.9341909289360046,0.9116163849830627,0.7386195063591003,0.41568854451179504,0.8242285251617432,0.26653632521629333,0.9362366199493408
12,0.9049484729766846,0.7067953944206238,0.41439947485923767,0.8888266682624817,0.2658483386039734,0.9364361763000488,0.9147199392318726,0.7421111464500427,0.41970959305763245,0.8002477884292603,0.2697693109512329,0.9370982646942139
13,0.9087453484535217,0.7172917127609253,0.4174525737762451,0.862266480922699,0.2684463560581207,0.937558650970459,0.9176034331321716,0.7520567178726196,0.4204097092151642,0.7768694758415222,0.2701397240161896,0.9396228790283203
