epoch,AUC,accuracy,f1_m,loss,precision,recall,val_AUC,val_accuracy,val_f1_m,val_loss,val_precision,val_recall
10,0.5586158037185669,0.1715722233057022,0.08557592332363129,3.126680850982666,0.15413103997707367,0.059242166578769684,0.568608283996582,0.18104812502861023,0.09275209158658981,3.0680975914001465,0.16709280014038086,0.0639178454875946
11,0.5638354420661926,0.17589887976646423,0.08704686909914017,3.071897268295288,0.1592435985803604,0.06003705412149429,0.5730937123298645,0.18210971355438232,0.09353546798229218,3.0214548110961914,0.17114083468914032,0.0640992745757103
12,0.5680866837501526,0.17795102298259735,0.08708687126636505,3.0267393589019775,0.1619936227798462,0.059641558676958084,0.5777108073234558,0.18485499918460846,0.09477648138999939,2.9807491302490234,0.17555910348892212,0.0646800622344017
13,0.5724148750305176,0.1807546317577362,0.08909182250499725,2.9804511070251465,0.16851289570331573,0.060768138617277145,0.5821439027786255,0.18722696602344513,0.09527738392353058,2.930063486099243,0.17982615530490875,0.06458905339241028
14,0.5774765014648438,0.18403476476669312,0.09093648940324783,2.932032585144043,0.17391127347946167,0.06161455065011978,0.5865663886070251,0.19018541276454926,0.09648636728525162,2.8872408866882324,0.184700146317482,0.06509470194578171
15,0.5814886093139648,0.1866496354341507,0.09101498872041702,2.895169258117676,0.17637193202972412,0.06113375350832939,0.5911833643913269,0.19343005120754242,0.09832925349473953,2.848102331161499,0.19031858444213867,0.06610359996557236
16,0.5855537056922913,0.18860165774822235,0.09284430742263794,2.8576924800872803,0.18150568008422852,0.062148746103048325,0.5957983732223511,0.19669654965400696,0.10028177499771118,2.8126025199890137,0.19589069485664368,0.0672292560338974
17,0.5896892547607422,0.1919371336698532,0.0940277948975563,2.8212289810180664,0.18638314306735992,0.06283991038799286,0.5996728539466858,0.19940800964832306,0.10117243230342865,2.771976947784424,0.20070672035217285,0.06749001145362854
18,0.5947149991989136,0.195924311876297,0.09634275734424591,2.7801175117492676,0.1930316537618637,0.06418022513389587,0.6042372584342957,0.20284366607666016,0.10339021682739258,2.7355849742889404,0.20693844556808472,0.06879888474941254
19,0.5981668829917908,0.19924449920654297,0.09832476079463959,2.7479617595672607,0.19877280294895172,0.06530897319316864,0.6080958843231201,0.20597484707832336,0.10539982467889786,2.7051851749420166,0.21250644326210022,0.06999729573726654
20,0.6035165190696716,0.2027910202741623,0.10039840638637543,2.709360361099243,0.20486901700496674,0.06650827080011368,0.6120443940162659,0.20930062234401703,0.10718172043561935,2.6712028980255127,0.21841149032115936,0.07095140963792801
21,0.6059368848800659,0.2052585929632187,0.10123540461063385,2.6821773052215576,0.20863895118236542,0.0670209750533104,0.6163074374198914,0.21268507838249207,0.10989369451999664,2.6419618129730225,0.22475695610046387,0.07268001139163971
22,0.6112815141677856,0.2104131579399109,0.10519605875015259,2.647667407989502,0.2175428867340088,0.06945858895778656,0.6205500960350037,0.21638956665992737,0.11267529428005219,2.6122381687164307,0.23139910399913788,0.07444154471158981
23,0.6151838302612305,0.2136145830154419,0.1067889854311943,2.6190261840820312,0.22268091142177582,0.07039651274681091,0.6241880059242249,0.2197285145521164,0.11491166800260544,2.584530830383301,0.23757219314575195,0.07578035444021225
24,0.6183196902275085,0.21663828194141388,0.10911832749843597,2.596343517303467,0.22798585891723633,0.07176761329174042,0.6282764077186584,0.22358867526054382,0.11776314675807953,2.5564441680908203,0.24417269229888916,0.07761164009571075
25,0.6231887340545654,0.22111770510673523,0.11200810968875885,2.561678171157837,0.2353629618883133,0.07364991307258606,0.6319500803947449,0.22716203331947327,0.12030714750289917,2.530686855316162,0.25032445788383484,0.07922468334436417
26,0.6259040832519531,0.2232564389705658,0.1132660061120987,2.5384843349456787,0.2395569384098053,0.07426438480615616,0.6353670954704285,0.23043093085289001,0.1221701055765152,2.5043370723724365,0.2559654116630554,0.08029226213693619
27,0.629974365234375,0.22709959745407104,0.11635798215866089,2.511699676513672,0.24666716158390045,0.07630560547113419,0.6389234066009521,0.23403394222259521,0.12457644939422607,2.4796769618988037,0.26207464933395386,0.08179304003715515
28,0.6338209509849548,0.23148316144943237,0.11900995671749115,2.485940933227539,0.25307899713516235,0.07793387770652771,0.6426102519035339,0.23806624114513397,0.12683139741420746,2.4524199962615967,0.26841989159584045,0.08313155174255371
29,0.6364174485206604,0.2338070124387741,0.12028226256370544,2.4657657146453857,0.2561105191707611,0.07871468365192413,0.6459458470344543,0.24159978330135345,0.12919381260871887,2.4296936988830566,0.27402570843696594,0.08463981747627258
30,0.641057550907135,0.23892667889595032,0.12393127381801605,2.4390690326690674,0.2646161615848541,0.08120524138212204,0.6495466828346252,0.24537163972854614,0.13246650993824005,2.409829616546631,0.2803410589694977,0.08686717599630356
31,0.6442565321922302,0.24168400466442108,0.12599797546863556,2.4148154258728027,0.2696053385734558,0.08242281526327133,0.6530888676643372,0.2490779161453247,0.13453783094882965,2.3847246170043945,0.2861906588077545,0.0881057009100914
32,0.6462357044219971,0.244103342294693,0.12764781713485718,2.3998312950134277,0.2734181582927704,0.08363888412714005,0.6566162705421448,0.25296562910079956,0.1382174789905548,2.3666841983795166,0.2925749123096466,0.09067734330892563
33,0.6494853496551514,0.24703224003314972,0.1297769844532013,2.378174066543579,0.2786943316459656,0.08485697954893112,0.659524142742157,0.25618723034858704,0.13974086940288544,2.344637870788574,0.2975873053073883,0.09152068942785263
34,0.6521667242050171,0.25066301226615906,0.1318618506193161,2.3606908321380615,0.2837047576904297,0.08614517748355865,0.6632637977600098,0.2604296803474426,0.14331898093223572,2.3234527111053467,0.3041517436504364,0.09398725628852844
35,0.6562686562538147,0.2545633018016815,0.13474009931087494,2.3355817794799805,0.28957995772361755,0.08792449533939362,0.6659777760505676,0.2632507085800171,0.14550665020942688,2.3077609539031982,0.3087941110134125,0.095432348549366
36,0.6597738862037659,0.25800496339797974,0.1378823071718216,2.316033363342285,0.29656681418418884,0.09016372263431549,0.669643223285675,0.26726117730140686,0.14926651120185852,2.2879302501678467,0.3148540258407593,0.09811805933713913
37,0.6634101867675781,0.2628055214881897,0.14068080484867096,2.2930397987365723,0.3022199273109436,0.09179581701755524,0.6727286577224731,0.27067315578460693,0.15163321793079376,2.2709763050079346,0.31972408294677734,0.09969697147607803
38,0.6660254001617432,0.2651998698711395,0.14177179336547852,2.280094861984253,0.30509787797927856,0.09259819239377975,0.6749900579452515,0.2727987468242645,0.1513773500919342,2.2496097087860107,0.32363009452819824,0.09910839796066284
39,0.6694377660751343,0.26820799708366394,0.14551354944705963,2.257024049758911,0.31274041533470154,0.09503071010112762,0.6786024570465088,0.2767139971256256,0.15530754625797272,2.233597993850708,0.3290894031524658,0.10199020057916641
40,0.6717861890792847,0.26978182792663574,0.1468205451965332,2.243846893310547,0.31589293479919434,0.09598886221647263,0.681621253490448,0.28009337186813354,0.15796266496181488,2.2158422470092773,0.3347329795360565,0.10374484211206436
41,0.6747685074806213,0.27475371956825256,0.1489095240831375,2.2270102500915527,0.319881796836853,0.09726507216691971,0.6842590570449829,0.28282755613327026,0.15980452299118042,2.2000880241394043,0.3387984335422516,0.10495252907276154
42,0.6769459843635559,0.27621275186538696,0.15060977637767792,2.2120399475097656,0.32390594482421875,0.09830208122730255,0.6877908706665039,0.28668713569641113,0.1636100858449936,2.1822023391723633,0.3453795909881592,0.1076136901974678
43,0.6790740489959717,0.278777152299881,0.15203054249286652,2.200183629989624,0.32762226462364197,0.09932950139045715,0.6906550526618958,0.28970783948898315,0.16526959836483002,2.163607358932495,0.35007402300834656,0.10861241072416306
44,0.6841276288032532,0.28322458267211914,0.15525119006633759,2.174422025680542,0.334195613861084,0.10149219632148743,0.6931438446044922,0.2924199104309082,0.16726098954677582,2.150477647781372,0.3542952835559845,0.10992547869682312
45,0.6864713430404663,0.28614503145217896,0.158634215593338,2.160061836242676,0.34041595458984375,0.1036238819360733,0.6960780620574951,0.2954421043395996,0.16959808766841888,2.1347696781158447,0.3586437702178955,0.11153493076562881
46,0.6887196898460388,0.28891733288764954,0.15930573642253876,2.1462321281433105,0.3425138294696808,0.10411380976438522,0.6985601782798767,0.29805177450180054,0.17105507850646973,2.1204779148101807,0.362527996301651,0.11242228001356125
47,0.6916338801383972,0.2916926145553589,0.16144368052482605,2.1324288845062256,0.3467528820037842,0.10558443516492844,0.7014757394790649,0.3010048270225525,0.17394565045833588,2.1061887741088867,0.36746230721473694,0.11445265263319016
48,0.695250391960144,0.29517823457717896,0.1644461452960968,2.1145646572113037,0.35297590494155884,0.10768691450357437,0.7043028473854065,0.30399948358535767,0.17575356364250183,2.0907340049743652,0.3715948462486267,0.11562411487102509
49,0.6968703866004944,0.2959275245666504,0.16537189483642578,2.1042280197143555,0.35593852400779724,0.10825683176517487,0.7064118385314941,0.30588558316230774,0.17679667472839355,2.077685594558716,0.37534037232398987,0.11616838723421097
