epoch,AUC,accuracy,f1_m,loss,precision,recall,val_AUC,val_accuracy,val_f1_m,val_loss,val_precision,val_recall
11,0.9403572678565979,0.6908127069473267,0.6673052906990051,0.909518837928772,0.8206338286399841,0.5649728178977966,0.9507210850715637,0.7309404611587524,0.71844482421875,0.8199959993362427,0.8519156575202942,0.6246255040168762
12,0.9429382085800171,0.7002806067466736,0.6771892309188843,0.8875078558921814,0.8261890411376953,0.576897919178009,0.9544578194618225,0.738389253616333,0.7234350442886353,0.7911274433135986,0.8521988987922668,0.632291316986084
13,0.9461606740951538,0.7068889737129211,0.6845719814300537,0.8633170127868652,0.8305841684341431,0.5870046019554138,0.9559748768806458,0.7408546209335327,0.7311816811561584,0.7767889499664307,0.8599147796630859,0.6398876905441284
14,0.9478225111961365,0.7127507328987122,0.6930768489837646,0.8499263525009155,0.8344231843948364,0.5955573916435242,0.958408772945404,0.7464334964752197,0.7383195757865906,0.7540483474731445,0.8597474098205566,0.6506275534629822
15,0.949713945388794,0.7198929786682129,0.6964358687400818,0.8342140316963196,0.8386185169219971,0.6017834544181824,0.9602985978126526,0.7604446411132812,0.749214768409729,0.7359040379524231,0.8655644059181213,0.6636480689048767
16,0.9518768191337585,0.7241351008415222,0.7058362364768982,0.8163617849349976,0.8414305448532104,0.611201822757721,0.963063657283783,0.7683700323104858,0.75557541847229,0.7125493288040161,0.870737612247467,0.6707139611244202
17,0.9535467624664307,0.7306339740753174,0.7110404372215271,0.8020493984222412,0.8440343141555786,0.6190335154533386,0.964006245136261,0.7668956518173218,0.7602171301841736,0.7019317746162415,0.8695123791694641,0.6783830523490906
18,0.9560332298278809,0.7342464923858643,0.7158789038658142,0.7824684977531433,0.8453913331031799,0.6236035823822021,0.9653255343437195,0.7733349204063416,0.7659807801246643,0.6895228028297424,0.8771587610244751,0.6832302808761597
19,0.9564692378044128,0.7378493547439575,0.7212328910827637,0.7769501805305481,0.8506661057472229,0.6305908560752869,0.9662714600563049,0.7816764712333679,0.7721594572067261,0.6765726208686829,0.8800444006919861,0.6914448738098145
20,0.9573714733123779,0.7420276999473572,0.7252459526062012,0.7677860856056213,0.8503846526145935,0.635709822177887,0.967928409576416,0.7863832712173462,0.7763047814369202,0.6642851829528809,0.8808337450027466,0.6972911357879639
21,0.9595949649810791,0.7475710511207581,0.7306528091430664,0.7498845458030701,0.8555136919021606,0.6426042318344116,0.9688063859939575,0.7900218963623047,0.7850250601768494,0.6510588526725769,0.8814427852630615,0.7106370329856873
22,0.9592217803001404,0.7449979782104492,0.7307741045951843,0.7520636320114136,0.8505080938339233,0.6437346339225769,0.9698464274406433,0.7901371717453003,0.7839621901512146,0.6437003016471863,0.8905608654022217,0.703400194644928
23,0.9609201550483704,0.74757319688797,0.7353553175926208,0.7388021945953369,0.8553341627120972,0.6477267742156982,0.9710817933082581,0.7949804663658142,0.7899420261383057,0.6323158740997314,0.8935461044311523,0.7110175490379333
24,0.9616129398345947,0.7526804208755493,0.7385134100914001,0.7311234474182129,0.8607610464096069,0.6527465581893921,0.971860408782959,0.7977281212806702,0.791597843170166,0.6223428845405579,0.8899840712547302,0.7161563634872437
25,0.9625722765922546,0.7563915252685547,0.7433667778968811,0.7226398587226868,0.8614434003829956,0.6576150059700012,0.9726185202598572,0.8024218082427979,0.7975821495056152,0.6147990226745605,0.8935681581497192,0.7234629392623901
26,0.9640895128250122,0.760610818862915,0.74675452709198,0.7086631655693054,0.8615822196006775,0.66213059425354,0.973091721534729,0.8005243539810181,0.7974674701690674,0.6098630428314209,0.8957329988479614,0.7220900058746338
27,0.9646987915039062,0.7603802680969238,0.7514887452125549,0.7026241421699524,0.8640504479408264,0.6675689220428467,0.9742103219032288,0.8055717945098877,0.8036007285118103,0.599031388759613,0.9002726674079895,0.7287469506263733
28,0.9649960398674011,0.7641543745994568,0.7542203068733215,0.6984623074531555,0.8634235262870789,0.6725399494171143,0.9744164943695068,0.8077844977378845,0.8050695061683655,0.5949319005012512,0.8998011350631714,0.7316051125526428
29,0.9661954045295715,0.7646790146827698,0.7550985813140869,0.6894163489341736,0.8669484257698059,0.673186182975769,0.9747071266174316,0.8070827722549438,0.8061729073524475,0.5898576974868774,0.8971329927444458,0.7351215481758118
30,0.9667432904243469,0.7670415043830872,0.7578588128089905,0.6836758255958557,0.8679271340370178,0.6753404140472412,0.9752584099769592,0.8065783381462097,0.8069950342178345,0.584871232509613,0.9024016261100769,0.7329738140106201
31,0.9664062857627869,0.7676799297332764,0.7594059109687805,0.6839740872383118,0.8675723075866699,0.6776949763298035,0.9756351709365845,0.8128233551979065,0.812008798122406,0.5785913467407227,0.9007734060287476,0.7419716119766235
32,0.9687434434890747,0.7719293832778931,0.7652364373207092,0.6635541319847107,0.8708622455596924,0.6851610541343689,0.9765036702156067,0.8114063739776611,0.8108099699020386,0.5716692805290222,0.9040778279304504,0.7382961511611938
33,0.9680765271186829,0.7767481803894043,0.7668002247810364,0.6663841605186462,0.8741607069969177,0.6879663467407227,0.9767402410507202,0.8098616003990173,0.8122543692588806,0.5668774843215942,0.9045645594596863,0.7401939034461975
34,0.9685859084129333,0.7721784710884094,0.7664729952812195,0.6643827557563782,0.8710571527481079,0.6877608895301819,0.9772139191627502,0.8131011724472046,0.816853940486908,0.5605471134185791,0.905367910861969,0.7472864389419556
35,0.969396710395813,0.7771849632263184,0.7682396769523621,0.6546236276626587,0.8734451532363892,0.6913120746612549,0.9778102040290833,0.8147072792053223,0.8188982605934143,0.5529198050498962,0.9050693511962891,0.7508646249771118
36,0.9703929424285889,0.7825977802276611,0.776802122592926,0.643276572227478,0.8797714710235596,0.7009671330451965,0.9783139228820801,0.8181130290031433,0.8185462355613708,0.5488215088844299,0.9032198786735535,0.7513998746871948
37,0.970720112323761,0.7829809188842773,0.7757571935653687,0.6408559083938599,0.8768271803855896,0.6995479464530945,0.9786041378974915,0.8199682831764221,0.8230112195014954,0.5455895066261292,0.9094187617301941,0.7548301219940186
38,0.9712839722633362,0.7835150957107544,0.7765530943870544,0.6347067952156067,0.8775732517242432,0.6998127102851868,0.978986382484436,0.818714439868927,0.8226423263549805,0.541166365146637,0.9080643057823181,0.7550274133682251
39,0.9712254405021667,0.7840898036956787,0.7769020795822144,0.6347520351409912,0.8773047924041748,0.700795590877533,0.9791648983955383,0.8201248049736023,0.8248209953308105,0.5373039841651917,0.9088954925537109,0.7580047249794006
40,0.97132408618927,0.7833662629127502,0.7771116495132446,0.6342974901199341,0.8782545328140259,0.7002771496772766,0.9792651534080505,0.8208451271057129,0.8247884511947632,0.535321831703186,0.9101240038871765,0.7571901082992554
41,0.9719117879867554,0.7855355739593506,0.7804323434829712,0.6269083023071289,0.8804266452789307,0.7055001854896545,0.9794408679008484,0.8196991086006165,0.8246225118637085,0.5339915156364441,0.9090321063995361,0.7576508522033691
42,0.9716071486473083,0.7872206568717957,0.7819264531135559,0.6286656260490417,0.8799158334732056,0.7063320875167847,0.9799107313156128,0.8256543278694153,0.8297500610351562,0.5281919240951538,0.9131830930709839,0.763236939907074
43,0.9730297923088074,0.7897515296936035,0.7853522300720215,0.61472487449646,0.8832019567489624,0.7115429639816284,0.9803956151008606,0.8252843022346497,0.8322247266769409,0.5219117403030396,0.9116367101669312,0.7684149742126465
44,0.9727252721786499,0.7901469469070435,0.7868930101394653,0.6177902221679688,0.8825274109840393,0.7126299142837524,0.9805262684822083,0.8248426914215088,0.8305743336677551,0.5214784145355225,0.9128038287162781,0.7650772333145142
45,0.9731319546699524,0.7902822494506836,0.7869704365730286,0.6134541630744934,0.8841251134872437,0.7121880650520325,0.9808378219604492,0.8261803388595581,0.8309670090675354,0.5165268182754517,0.9117296934127808,0.7663097381591797
46,0.9733232855796814,0.7919771075248718,0.7878896594047546,0.6111874580383301,0.8830265402793884,0.7141351699829102,0.9809823632240295,0.8276436924934387,0.8332191705703735,0.5139701962471008,0.9128331542015076,0.7693032026290894
47,0.9733052253723145,0.7932248115539551,0.7885317802429199,0.6091050505638123,0.8820402026176453,0.7160997986793518,0.9807305932044983,0.8274589776992798,0.8304427862167358,0.5161831378936768,0.9075732231140137,0.768021285533905
48,0.9729799628257751,0.7904464602470398,0.7870962023735046,0.6140353679656982,0.8829311728477478,0.713351845741272,0.9815917611122131,0.8304170966148376,0.8361032009124756,0.5069869756698608,0.9161435961723328,0.7718838453292847
49,0.9734197854995728,0.7895801663398743,0.7876266241073608,0.6099934577941895,0.8821428418159485,0.7143329381942749,0.9815896153450012,0.8260219693183899,0.8332302570343018,0.5072970986366272,0.9134236574172974,0.7687811255455017
